-85,  85,  69
-180,  180,  145
7.8000,69.4500,54.0250,27.8750,19.5500,26.2000,48.6500,69.3000,67.8000,60.1500,59.0500,58.8000,59.4000,68.7250,86.2000,65.7000,57.2750,55.1500,73.8750,91.8750,96.1250,93.1250,88.3000,85.1250,94.9500,96.6250,86.6000,72.9250,66.5500,67.9500,65.7500,66.2250,74.0250,76.2750,68.9500,64.2000,66.1750,64.4500,61.0250,63.8250,52.2250,47.4500,50.8000,48.0750,49.2750,73.1500,79.9500,77.4250,59.8000,68.8500,80.8250,84.2250,86.9500,83.8000,73.9750,70.8000,64.9250,76.2500,79.7500,55.5500,47.9000,61.2250,68.0000,62.4000,69.3000,78.9500,88.0750,86.1750,76.0500
11.8000,60.7500,45.7000,18.9000,11.5250,23.8500,51.6750,71.1500,65.5500,62.6000,59.4000,57.6750,58.7500,67.0000,82.0500,60.7000,53.8500,60.1500,77.4500,86.3250,88.2500,90.3500,84.8500,78.4000,93.7500,93.0750,87.9000,80.1500,73.3500,72.9500,69.1250,63.6250,60.1500,48.9750,44.3500,53.5250,58.2000,53.4750,40.7750,44.3500,52.0000,57.6000,50.5250,32.8750,35.2500,62.8750,80.3000,81.0000,78.2000,83.2500,87.7000,86.9000,89.1750,82.4750,82.5750,74.8000,65.8500,76.5000,79.7000,60.2250,42.2250,52.4250,61.1500,61.1500,68.3250,75.5250,85.0750,87.0250,77.0000
16.8750,48.1000,34.7750,12.7250,6.2250,16.3750,44.3250,68.3500,60.4250,65.4250,58.2250,54.5250,59.4000,65.0250,78.1750,63.2750,51.3000,70.5750,80.4000,75.7750,78.5000,89.2000,82.2250,77.5000,92.3000,91.4000,86.4000,77.1750,75.2250,76.4500,69.7250,62.1500,48.1750,37.3000,37.0250,47.1750,52.6750,46.4750,28.7250,33.6000,52.8500,58.7000,48.3500,36.8500,35.4250,36.2500,75.5500,82.9000,83.9250,87.0750,91.2250,91.2750,92.0250,83.9000,88.2500,74.5750,58.1750,70.6500,81.0750,64.9750,37.5750,44.9500,53.6750,56.0250,63.1750,70.6750,81.0750,85.6000,75.6000
22.8250,42.5500,29.3500,12.2000,5.3250,11.3250,38.6500,68.3250,68.2500,72.4500,60.1000,42.6500,43.0500,53.6000,69.7250,69.8000,57.2250,74.7750,77.4500,72.1500,78.7750,89.4250,83.3750,85.5000,92.6000,92.8500,88.3500,71.5250,68.1250,77.2000,67.7000,63.6500,58.0000,47.3250,48.5250,58.9000,59.5250,50.8750,39.2500,50.1000,60.2000,56.6000,39.2750,26.1250,27.0500,25.5500,75.1750,86.0500,86.7250,86.6750,91.9750,95.9750,90.6250,80.8750,82.0750,72.2000,59.2500,68.7250,79.7750,66.7750,38.0250,33.0000,45.9000,48.9750,56.4000,65.9500,78.3250,85.6000,74.8250
29.3250,39.9250,26.3250,14.4500,9.1000,8.9750,34.2250,70.8250,73.4500,80.1750,64.4250,34.8750,27.7750,39.2000,55.9750,69.3250,58.1250,75.1000,77.2250,72.5000,79.3750,89.5500,86.6750,86.5000,90.7500,93.2250,88.8250,63.1000,53.2500,74.9500,68.5750,66.9750,64.2500,46.0750,39.8750,47.4250,47.8250,50.5250,53.1250,62.0500,66.3750,62.5500,39.8750,15.2000,20.1000,29.8500,79.7500,87.1750,84.1750,80.3750,82.9500,82.1500,71.0500,77.6250,75.4500,64.7750,55.5750,70.4250,82.2000,67.9750,42.9000,27.8000,35.6750,38.8500,46.0500,59.1000,75.8250,84.4750,75.1750
38.4750,38.4750,24.4250,21.5500,17.0250,8.8250,31.1500,71.4250,73.1250,81.8000,67.0750,35.5750,24.4250,31.4000,40.7750,62.4500,62.9500,62.2500,72.9500,81.9500,87.3000,92.8000,88.7000,84.3750,87.3000,92.9250,81.1500,51.5750,44.4500,71.8750,70.7500,71.0000,66.9500,47.8750,31.0250,30.1250,35.0500,45.2750,60.0750,68.1000,65.9250,60.0750,40.3750,17.2500,22.2750,32.6250,72.3000,84.6250,82.0250,73.9500,65.0000,55.4750,61.7250,72.4000,67.7250,53.1750,47.7500,65.3750,77.2000,67.6750,49.0250,34.5000,33.3000,30.9000,34.0250,50.5000,72.5000,83.4250,75.3500
50.0250,38.5500,23.7250,34.0000,29.9000,10.8250,32.8500,66.3250,71.7250,79.5500,69.3250,42.4250,29.0750,29.1000,28.7500,51.9000,69.6250,51.8750,63.0000,86.6000,94.1000,95.4500,86.8250,78.9500,77.1500,89.3500,73.1000,41.9250,40.8000,66.3000,68.6250,69.5750,68.4750,57.1250,40.7750,35.6750,40.8000,47.4750,61.7000,70.8750,59.7250,44.7500,28.5250,22.2250,24.9750,31.1500,58.8250,82.5250,86.4500,75.7750,60.7750,56.3750,68.5250,66.9250,61.2500,44.1750,39.5750,50.0750,60.0250,57.9000,48.3000,43.9250,39.4750,29.1500,25.4750,38.2000,69.3250,83.4000,75.1750
58.3500,38.4250,24.0000,48.8750,45.1500,13.7250,31.7000,58.0750,69.8750,77.2000,73.0750,49.5750,32.1750,26.9500,26.6250,43.4750,67.9500,58.5750,58.2250,73.2500,86.0750,92.5500,81.0250,63.5250,61.5500,81.4250,77.6500,44.7750,35.4750,54.4500,59.4000,60.6000,64.1250,57.6250,52.7500,53.7000,54.2500,55.6500,61.9250,71.8250,58.3000,39.2750,27.7750,21.1000,20.8750,39.5000,54.1750,76.5500,87.5500,83.9500,76.3750,72.9750,68.6750,65.7750,62.3500,45.9500,33.9750,33.3500,36.9500,45.3000,43.9250,47.0250,42.6500,29.5500,22.4000,34.5250,66.9500,83.4000,73.9000
69.8250,40.6250,24.6750,58.1250,53.5000,15.2250,32.5000,52.8500,64.6500,76.1500,74.2250,51.6000,28.9500,23.2250,42.8250,50.6500,64.2250,61.6000,62.9500,65.2250,74.9000,89.4750,72.9750,47.5750,60.0750,77.7000,74.3000,49.6250,35.2500,50.0000,52.5250,57.7500,63.6750,55.3250,49.6000,57.7750,63.8000,55.1250,61.3500,73.7250,69.6000,56.3750,44.6250,28.5250,19.6000,34.3000,43.3500,47.5250,63.9750,75.4000,73.2250,68.9250,68.9750,62.6500,76.7500,59.8750,38.7000,30.1000,35.6500,48.5250,50.3000,51.9750,44.8250,30.5500,21.7250,35.1000,64.7000,81.8500,72.7000
76.1250,41.3500,24.2750,54.0000,48.3500,15.1500,32.1500,45.6250,61.7000,71.9500,74.0750,55.8000,32.3750,28.1500,44.5000,53.1750,65.3000,61.5750,58.6750,53.7250,66.2000,85.2750,69.1500,61.2750,66.6250,77.9750,82.0500,63.5250,36.4250,34.8750,49.9000,62.0250,66.6000,52.1250,40.0000,56.0250,74.6750,59.5250,62.9250,73.8750,77.5750,55.4500,42.0750,37.2750,21.5750,30.0750,48.1750,39.3500,29.0500,47.5000,64.4000,58.8000,58.8250,60.4500,89.1250,77.0500,41.4250,21.9500,32.8250,51.3500,58.9000,63.4000,48.9500,30.5000,24.4000,37.3250,64.1000,81.4750,71.6250
73.4500,40.2000,23.5250,44.6500,37.0000,11.9500,30.3750,41.1250,65.9750,76.1750,73.3250,55.9750,39.8750,37.6500,51.6500,57.3250,57.1750,59.5750,58.2500,60.8750,73.0250,88.5250,88.0250,81.1750,73.6500,74.0000,74.0500,68.6750,50.4000,37.1250,51.8000,65.0000,68.7750,52.5750,41.9000,48.2000,60.0000,66.0250,68.8500,75.9500,72.4250,50.4000,40.1500,37.5750,21.1500,25.5500,55.0000,63.3000,61.7000,57.0250,54.3750,58.6750,63.1500,51.1000,71.3750,83.0500,51.8500,20.5500,24.7000,40.0500,59.3250,68.5000,50.8000,33.1500,31.8000,44.0250,65.2250,79.0000,68.8750
73.3000,40.1250,21.8000,34.2000,25.6000,8.5750,26.9000,42.2500,68.1500,76.7000,68.3250,52.4750,43.9750,46.5000,51.0750,53.3000,51.3000,56.8500,58.6000,69.1500,81.6750,91.3000,93.6250,83.9750,76.3000,70.4750,69.4000,71.5750,63.5000,45.5750,45.0750,56.0750,64.3000,43.1500,32.4750,41.2250,48.2500,62.5500,71.7000,74.3750,66.2250,47.0250,38.6250,35.8250,22.5750,28.9250,49.4000,74.0000,81.7000,76.8250,67.5500,56.6750,53.1500,42.2250,40.7000,68.1250,57.7750,35.0500,29.2000,34.3750,53.5750,68.1750,49.7500,35.6000,38.0500,51.3000,67.2750,74.2500,64.2000
70.9000,39.2750,19.5750,27.2750,19.9750,6.0500,23.2000,46.0500,71.9750,76.9500,66.3500,53.9750,47.8000,51.1250,51.5000,53.1750,56.6500,56.6000,58.1750,73.3500,84.9000,92.0250,92.6250,82.3500,74.1750,73.7000,73.8250,73.3750,65.1250,47.4250,46.7250,58.0750,66.1750,43.2750,27.9250,39.2000,55.0500,70.6500,72.3000,68.1500,53.3000,38.5250,25.2750,18.7750,18.4250,26.1250,30.1000,63.4750,84.1500,86.5000,86.0250,76.6750,50.8250,34.7750,24.8000,43.3500,51.9250,50.3000,46.8000,39.2500,49.8750,74.9750,47.9750,37.2750,44.5250,58.4750,69.8500,70.5750,61.5000
69.7250,38.2250,17.5500,24.0250,17.3500,3.7750,21.8000,55.6250,69.6250,73.7250,65.3750,57.9750,55.5750,59.2750,67.1750,62.6750,62.0250,56.2500,44.0750,57.8500,83.2250,95.1750,91.1500,84.6250,74.8000,72.7750,65.8750,62.4500,60.9000,49.0500,54.8750,66.0000,65.0250,38.6500,23.8000,37.1250,56.3500,73.5000,69.8250,60.2250,44.6000,37.6750,31.7750,16.3500,11.7250,16.3750,20.1750,41.6750,65.0250,78.7500,88.3000,89.1000,73.0250,49.4000,34.9500,35.9000,46.7250,59.1500,56.3500,37.9500,43.5250,70.3750,43.8250,37.5750,49.0750,63.9250,70.8750,67.0750,60.0250
66.7000,38.1750,16.2250,24.2500,19.0000,1.9500,20.4000,59.6000,54.4750,65.0000,64.3750,61.3250,62.4500,67.8750,79.2250,69.2500,61.2000,50.7750,29.3000,44.0250,82.1500,96.8750,89.8250,82.2250,73.7000,68.9250,59.4000,54.3500,55.9500,54.0750,63.4750,71.7250,54.0000,27.1750,18.7250,32.4500,47.4250,65.7000,63.9000,52.2250,37.4250,35.1750,32.6250,17.6000,12.7750,13.0250,37.9000,51.0000,50.2250,62.9000,81.4750,92.5500,92.8250,78.3500,63.9000,61.2750,57.1750,66.2500,64.0250,28.5750,35.0000,52.9000,36.9250,35.1250,51.1750,66.0250,68.3000,61.2000,56.6250
62.6250,38.0250,14.9750,27.1750,23.3000,1.6250,15.6750,54.7750,36.2250,50.6500,56.0250,58.6500,63.1000,67.5750,76.5500,68.2500,59.8250,45.6250,27.3500,48.1750,83.4250,96.8000,91.5750,77.1500,69.2000,65.7000,62.0750,57.0000,53.7000,57.8000,69.1750,73.1000,41.4500,21.8750,19.9500,30.3500,42.2000,55.3000,56.4250,42.2500,26.3250,31.2250,26.2500,14.8750,22.7500,28.9750,60.6500,76.0500,61.5000,59.3500,74.2250,86.1500,94.5250,92.7750,84.6000,86.5000,77.2000,76.9250,68.0000,18.0500,28.2750,39.2500,28.5500,31.8500,50.9000,64.7250,62.6250,53.7000,52.3750
59.8500,39.2750,14.6250,31.5750,29.7500,4.7500,14.0500,51.5750,26.1000,39.4250,46.4750,56.6500,62.0500,63.7500,73.3000,68.1000,65.4500,51.9750,34.8500,52.7750,82.3250,97.3750,95.5250,81.4000,67.5250,61.4000,57.8000,56.7500,57.2500,58.1000,70.8750,67.7500,33.8750,26.5250,26.8500,37.8250,54.1500,56.1500,50.6000,36.0500,22.1500,28.8000,30.2000,21.2500,37.9500,61.6500,62.0000,68.0250,80.1750,85.3000,80.1000,78.2250,86.8500,90.8000,92.4250,95.3500,92.2500,82.9250,60.4250,12.7250,24.7500,31.6500,23.4250,29.1500,48.9500,60.7000,56.0000,47.6500,50.1000
54.3500,38.5500,14.8000,25.4250,36.1250,13.9500,18.7250,57.3750,36.1500,45.7750,43.3000,51.4500,58.6750,57.7250,67.2250,69.3500,66.6500,57.5500,39.7750,43.7500,70.8250,96.7250,97.0250,81.1500,65.3250,55.7250,55.3000,61.4000,63.3500,61.7250,72.2750,66.6500,32.4750,30.3500,36.4750,49.1000,67.7500,64.8250,59.2500,48.4500,34.0750,22.2000,22.5750,34.7500,57.9250,81.5750,65.1500,50.1500,70.4000,87.5250,89.1750,87.9250,87.5750,83.0250,94.1000,98.1500,95.7250,81.5500,49.8000,19.1500,29.3500,26.4000,22.9000,31.4250,47.5250,54.7250,48.1500,41.5000,48.2250
47.3750,38.1250,15.6000,25.0500,32.8500,28.3000,31.1500,78.1250,58.1500,63.1250,47.8250,41.1750,38.6000,36.2000,54.5500,68.4750,63.3250,50.3750,35.7000,34.7750,61.4750,93.5500,96.8750,78.9000,56.6750,48.8750,59.2500,66.0750,62.2000,60.3000,72.0000,63.2250,53.4750,48.6000,45.1750,55.9500,71.0500,75.4250,71.8750,45.5250,35.8750,27.3750,16.6000,38.7750,78.1000,86.2000,56.3500,30.0000,42.2750,70.6500,87.9250,88.7500,81.8500,66.5500,85.1750,95.8250,94.6000,73.8000,34.0250,30.7750,39.0750,33.4750,28.6250,36.8500,47.0000,47.7500,40.6500,36.8500,46.3500
44.8500,40.1750,16.8250,19.3000,37.6000,51.3500,50.8000,96.0250,85.8750,89.2500,70.6000,50.4250,34.7250,23.9500,41.5500,62.6500,54.7500,49.3000,41.2250,32.9000,58.9750,90.9750,93.1250,75.3250,55.7250,54.9750,59.1500,60.6000,60.3750,61.9000,71.6750,65.6000,61.1250,53.1000,37.5500,36.1750,52.2500,68.2000,78.8250,44.8500,51.7750,42.9000,17.5000,36.4750,83.9500,87.6500,75.9000,57.9000,54.1750,54.5500,64.0000,77.0000,72.5250,58.7250,66.0000,81.9750,77.4500,54.2250,27.9500,34.4250,43.6500,36.4000,34.9000,38.3500,43.2500,41.7250,34.5500,33.2000,45.5750
43.5750,45.3000,19.7500,15.9500,47.6250,77.3000,71.7500,99.2500,95.4500,97.6000,82.4000,60.9500,44.8000,30.7500,37.6500,59.5500,60.0750,60.8250,49.7750,33.9000,55.2500,82.4000,79.6250,74.5750,65.2750,62.9000,54.6750,59.5500,62.6500,52.3250,70.5500,62.4000,68.1250,57.5500,30.3250,19.6250,32.1250,56.8750,81.7500,65.7500,68.2250,44.9750,23.5000,50.9500,86.5500,90.9750,90.4750,87.6000,80.4000,64.1500,54.3500,57.3750,58.4250,49.4500,51.8500,63.4000,48.5250,29.5250,30.1250,42.9750,49.4500,40.8000,41.7500,40.4000,39.5750,36.2750,30.4500,30.3250,44.3750
31.9750,52.9000,25.6000,16.9250,55.5500,88.8750,82.3000,99.4000,96.4000,97.3500,83.8500,71.4500,64.6250,50.6750,46.8250,55.5750,58.1750,60.9750,49.8500,28.9000,53.5250,84.0750,74.1750,74.3000,64.1750,64.9500,56.0500,58.9000,62.2750,60.2250,81.0250,73.0250,71.2500,36.5250,16.9750,21.1000,31.8250,47.0250,80.2000,82.3750,54.7500,27.9250,20.1000,39.3000,73.7750,93.5000,90.0250,91.7000,81.6000,62.2500,49.2750,47.9000,47.4250,42.0000,39.7250,44.4250,26.2500,19.1000,30.6000,41.4000,50.2250,47.7500,48.8000,42.6250,37.5750,33.3000,28.1500,29.1500,43.0750
24.9500,64.8750,34.4250,22.0750,61.9250,92.9750,86.0250,98.9500,91.1750,89.9000,76.0750,69.7000,68.3750,60.5500,54.7750,50.8250,57.5000,61.8250,52.7250,25.9500,46.8250,81.8750,72.1250,74.7750,70.8000,66.3250,50.0000,47.4750,54.1500,64.4750,82.8500,74.4250,52.4500,18.0000,14.4250,29.7000,39.8750,48.2000,75.2750,78.5250,45.8500,25.5250,26.0750,30.6750,53.6000,88.2000,87.4750,88.9000,72.5250,49.2750,29.9000,22.7250,23.5500,24.8500,31.5250,31.0500,26.0250,32.8500,41.3500,39.1500,44.7000,50.2750,53.6250,45.3500,36.3500,32.7500,28.5750,30.3000,42.4000
20.0000,65.6750,38.7250,32.2500,69.1750,93.8000,83.2500,95.0500,76.9750,75.6250,65.9000,61.2250,60.8750,58.1250,57.0250,51.9500,61.7750,64.1500,52.6500,22.7750,41.9250,79.0250,71.8250,75.1000,69.1250,47.1500,30.1500,43.7750,54.1750,55.0000,78.0750,61.7000,21.5000,9.2250,25.2500,45.6000,48.7750,46.8500,55.5500,59.2250,42.8250,28.3500,35.4000,44.3000,48.7750,74.0250,81.6000,78.3250,48.0750,25.1750,12.6750,6.1500,7.5500,9.2500,18.9000,26.1250,37.6000,48.5000,47.3750,34.9250,37.3750,46.5250,51.1750,44.6250,35.4750,32.2500,29.8250,31.2750,41.8500
13.5000,65.5750,47.3750,47.8500,76.5000,93.4500,79.8000,84.6250,60.8750,63.1500,59.0750,54.5250,52.7250,51.7500,57.1500,57.0000,63.0250,62.2250,49.7250,28.6000,45.2750,78.2250,72.3750,69.2500,51.1250,24.6500,26.3000,54.7000,63.6500,43.3250,74.2000,53.6000,13.6750,9.8000,40.0500,62.1750,56.2000,40.1250,34.5750,41.0500,39.1000,29.6000,36.1000,54.3500,56.0000,60.7500,67.3000,58.0000,22.1250,8.9500,12.6250,8.6750,9.4000,7.1250,8.1250,32.5000,50.2750,53.8000,44.0000,27.9250,31.4750,40.3000,41.6750,38.3500,34.5000,33.8250,32.0250,32.3250,41.4500
11.4000,67.8250,64.1500,66.7250,87.1750,93.0500,77.4000,72.8250,50.0500,56.3500,55.5750,50.8500,50.0750,50.4750,55.1750,54.2500,53.3750,58.1500,50.8000,33.0000,48.4500,78.2250,68.2000,53.8250,39.7750,37.4000,44.6250,63.8250,64.7750,42.7250,76.6000,60.4750,32.2250,29.9250,53.7750,70.5500,60.7000,38.4250,34.1500,31.0500,31.0000,32.0750,33.7250,42.1500,56.0250,60.1000,56.7500,43.7000,22.4750,20.1250,22.1750,11.7750,16.3750,15.6500,10.7000,44.7750,58.7500,54.7000,40.9500,24.5250,27.5500,31.2000,31.5000,29.2750,31.9250,36.9500,36.4750,34.5250,40.4250
9.7750,65.0750,84.2500,88.6750,94.1000,92.5000,78.3750,73.9500,54.9000,55.2750,55.5500,51.5250,51.4000,50.6500,44.3750,46.5500,46.3750,54.6250,50.8750,31.2000,45.7750,72.1500,59.8250,48.7250,55.3250,56.4000,48.6500,62.1250,63.8250,35.7250,73.8500,41.8500,7.9250,17.1750,45.0000,63.8750,67.5750,55.1750,41.8250,26.4250,24.1500,24.4500,28.0500,37.4500,50.1750,55.3250,56.6250,40.4250,31.4500,35.3500,30.6500,11.4250,18.6500,20.0500,14.6500,50.8250,60.8250,52.5250,38.9250,25.2000,25.6500,23.2000,23.6750,19.4500,23.7250,35.8750,42.2500,37.2000,39.7500
8.4750,56.0500,91.0500,98.3750,96.9250,90.4500,79.8250,81.1000,67.7250,57.2000,58.5500,58.0500,51.8500,41.8500,35.1250,53.5250,54.4500,57.2000,51.1000,29.8500,42.6000,73.1500,59.5250,41.4750,63.5000,85.0500,72.5750,70.4750,62.0500,26.5500,78.3500,49.1750,9.0250,5.7000,24.3250,54.1000,76.3500,76.2500,59.2750,36.5750,27.5750,17.5750,28.1000,53.8500,49.9000,37.4000,35.7000,25.0750,29.3750,32.9250,24.2500,16.9250,28.5250,32.6500,26.9000,48.4000,57.0500,54.4500,46.0250,32.9750,29.6250,20.3000,18.4000,11.1500,13.2500,33.3500,48.0500,39.9750,38.7000
7.1000,42.3250,86.9500,99.4500,97.3500,89.5500,84.7750,93.5500,87.6750,76.4500,67.3000,57.1250,45.3000,37.2750,33.3500,50.0750,59.6000,60.0750,54.3000,40.5750,49.9000,74.3000,65.3750,56.3000,70.1750,88.8250,76.9000,74.3250,69.9250,35.1750,50.5000,57.6750,21.7000,10.2750,19.4750,42.2500,68.6000,78.4250,65.3250,38.2500,16.5500,17.2250,36.1500,47.4750,49.1250,55.7250,46.9000,26.4000,33.9250,44.4000,35.5000,25.4250,38.1500,44.1000,38.7250,46.8500,59.5250,67.8750,64.9500,52.1500,38.4000,26.0500,22.1250,10.0500,11.4750,36.9000,54.6000,41.7750,37.2750
5.0750,28.6250,82.5750,99.6000,98.3500,93.0500,91.0750,97.9250,96.6500,90.5750,77.8250,64.2750,52.4750,50.7000,47.8000,62.2500,64.9750,65.8500,61.6000,51.1250,57.1500,76.0250,68.1250,70.9000,73.7250,89.6750,91.2000,88.8250,79.6250,51.2750,38.5750,61.8500,43.6000,24.0750,20.0250,40.9250,68.5750,79.1750,70.2500,47.0000,20.3750,20.1500,38.6500,51.3500,58.1750,66.8000,38.8500,19.8000,32.5750,58.6000,54.0500,26.7750,36.1000,43.9000,43.8500,45.6250,64.2000,78.6250,76.9500,69.5500,52.4250,35.5750,25.7250,10.2250,14.2000,42.6500,59.4250,42.5750,35.7250
4.1500,21.3000,77.6000,99.0000,99.1250,97.0500,95.0000,93.4500,95.7750,95.3500,83.5750,76.7000,70.8500,72.1250,79.3750,78.1250,73.3500,70.8750,66.4750,60.9500,67.8250,82.8250,74.2500,75.2250,80.3000,92.1000,96.0250,94.4000,84.1750,55.1500,19.3250,46.1500,42.6750,27.5250,28.0500,52.1500,73.5750,74.7500,72.1500,58.4750,36.5000,36.5750,52.5750,60.2750,58.8500,60.4500,34.5750,20.3250,25.4500,45.1000,46.3750,28.6250,35.7000,46.6000,46.6000,40.8500,62.6500,80.4500,77.0250,68.3750,64.9250,51.3000,32.1000,21.7500,30.4000,54.2750,65.3750,42.4500,34.4500
4.1250,14.4250,62.0250,94.8250,99.5500,98.0500,92.4750,80.8250,84.9750,90.2500,85.7250,88.9000,90.8000,91.3000,95.0500,88.3500,82.4750,78.4000,73.1250,71.8500,79.2750,85.8250,77.1750,72.0500,77.5750,88.8500,95.0250,94.5750,88.7500,63.0000,17.2250,43.6500,49.8500,34.6500,38.4500,62.6250,76.9500,73.9500,71.4500,61.4250,48.2750,54.7250,61.5250,50.8500,34.7250,34.7500,26.9000,25.7750,24.3750,27.4000,32.5250,37.8250,48.0250,54.8000,44.2500,40.2500,61.2000,75.1000,68.4250,61.6750,73.0500,60.4750,37.3250,30.1000,42.1750,60.4750,67.7500,41.4500,33.0250
4.2750,7.9750,40.9500,87.2500,99.6000,97.6500,87.1500,68.0000,67.7000,74.8000,73.0500,83.6000,92.4000,93.0250,93.7750,91.0500,87.4250,84.9250,81.8000,80.9250,83.3000,84.4750,73.5000,54.7750,64.7750,84.3250,93.5500,95.4000,92.9500,76.5500,28.3250,55.7250,65.8500,43.2750,40.4500,62.8500,77.5750,76.8500,72.8250,58.7000,55.3250,62.3000,57.0250,31.5250,11.2000,11.3500,16.8500,23.9750,22.2000,18.0250,27.3250,47.2750,57.8250,56.9500,38.0000,40.0000,57.5250,65.1000,56.7750,55.4250,69.8000,58.4250,37.4500,25.3250,41.1500,61.8250,63.1000,39.3000,31.3250
4.5750,3.1250,21.3750,75.1750,97.3750,97.6000,85.9000,65.4250,56.8000,60.1250,56.5500,63.0250,74.3250,79.5250,82.5000,79.3500,81.4500,82.7500,84.9250,84.0750,81.7000,75.4500,59.1750,33.0000,57.9250,84.8250,93.0000,95.0750,93.6500,77.1000,31.4750,58.3750,73.9250,46.1250,32.8250,53.2000,74.8250,78.3500,74.6750,56.3000,58.6500,58.2250,44.5000,25.4500,18.5500,14.9750,10.8750,14.4500,18.1000,17.3500,27.4750,46.8750,57.1250,53.0750,34.1500,42.9000,54.8000,55.3250,48.2750,48.2500,56.0500,47.8750,37.8500,23.3250,41.3250,59.4000,55.7500,35.9500,29.7250
